套件,文件,用例,状态,耗时秒,说明
tests,tests/contract/test_audit_workpaper_export_contract.py,test_finding_set_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.003,
tests,tests/contract/test_audit_workpaper_export_contract.py,test_workpaper_export_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.006,
tests,tests/contract/test_graph_extraction_contract.py,test_graph_extraction_contract_rejects_arbitrary_relation_or_missing_space,passed,0.004,
tests,tests/contract/test_json_schemas.py,test_all_schemas_are_valid_draft_2020_12_documents,passed,0.291,
tests,tests/contract/test_json_schemas.py,test_core_schema_contracts_have_required_fields,passed,0.001,
tests,tests/contract/test_json_schemas.py,test_ui_contribution_resolves_local_contract_refs,passed,0.001,
tests,tests/contract/test_knowledge_entity_relation_contract.py,test_protocol_is_schema_valid_and_stays_a_read_only_contract,passed,0.014,
tests,tests/contract/test_knowledge_entity_relation_contract.py,test_document_content_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.002,
tests,tests/contract/test_knowledge_entity_relation_contract.py,test_graph_candidate_set_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.006,
tests,tests/contract/test_knowledge_entity_relation_contract.py,test_graph_candidate_set_rejects_undeclared_relation_types,passed,0.001,
tests,tests/contract/test_knowledge_graph_proposal_contract.py,test_protocol_is_schema_valid_and_stays_a_read_only_contract,passed,0.014,
tests,tests/contract/test_knowledge_graph_proposal_contract.py,test_manifest_and_binding_declare_only_the_verified_read_only_capability,passed,0.001,
tests,tests/contract/test_knowledge_graph_proposal_contract.py,test_graph_candidate_set_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.005,
tests,tests/contract/test_knowledge_graph_proposal_contract.py,test_graph_snapshot_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.003,
tests,tests/contract/test_knowledge_graph_proposal_contract.py,test_graph_proposal_draft_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.007,
tests,tests/contract/test_knowledge_retention_recommendation_contract.py,test_protocol_is_schema_valid_and_stays_a_read_only_contract,passed,0.015,
tests,tests/contract/test_knowledge_retention_recommendation_contract.py,test_manifest_is_schema_valid_and_declares_no_write_permission,passed,0.007,
tests,tests/contract/test_knowledge_retention_recommendation_contract.py,test_document_content_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.002,
tests,tests/contract/test_knowledge_retention_recommendation_contract.py,test_retention_recommendation_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.006,
tests,tests/contract/test_multigraph_contracts.py,test_multigraph_contracts_reject_unregistered_or_unbounded_routing,passed,0.004,
tests,tests/contract/test_plugin_runtime_binding.py,test_runtime_binding_is_schema_valid_and_fixed_to_an_isolated_process,passed,0.002,
tests,tests/contract/test_plugin_runtime_binding.py,test_runtime_binding_rejects_in_process_or_unverified_execution,passed,0.000,
tests,tests/contract/test_plugin_topology_contracts.py,test_plugin_topology_schemas_are_valid_and_keep_planning_separate_from_execution,passed,0.016,
tests,tests/contract/test_plugin_topology_contracts.py,test_plugin_routing_plan_rejects_an_executable_mode_or_undeclared_blueprint_node,passed,0.001,
tests,tests/contract/test_plugin_topology_m1_service_contracts.py,test_topology_service_schemas_are_valid,passed,0.019,
tests,tests/contract/test_plugin_topology_m1_service_contracts.py,test_topology_upsert_accepts_all_six_kinds_and_requires_idempotency_key,passed,0.001,
tests,tests/contract/test_plugin_topology_m1_service_contracts.py,test_topology_upsert_rejects_unknown_bridge_ref_kind_and_missing_ref,passed,0.001,
tests,tests/contract/test_plugin_topology_m1_service_contracts.py,test_topology_upsert_rejects_blueprint_with_execution_fields,passed,0.001,
tests,tests/contract/test_plugin_topology_m1_service_contracts.py,test_topology_release_requires_checksum_on_publish_and_version_on_rollback,passed,0.001,
tests,tests/contract/test_plugin_topology_m1_service_contracts.py,test_topology_recycle_restore_requires_recycle_reference_and_rejects_hard_delete,passed,0.001,
tests,tests/contract/test_plugin_topology_m1_service_contracts.py,test_topology_plan_accepts_plan_only_and_rejects_execute_mode,passed,0.001,
tests,tests/contract/test_plugin_topology_planning_intent_contract.py,test_planning_intent_schema_is_valid,passed,0.005,
tests,tests/contract/test_plugin_topology_planning_intent_contract.py,test_planning_intent_positive_sample_passes,passed,0.001,
tests,tests/contract/test_plugin_topology_planning_intent_contract.py,test_planning_intent_missing_idempotency_key_is_rejected,passed,0.001,
tests,tests/contract/test_plugin_topology_planning_intent_contract.py,test_planning_intent_out_of_range_intent_is_rejected,passed,0.000,
tests,tests/contract/test_plugin_topology_planning_intent_contract.py,test_planning_intent_out_of_range_budget_is_rejected,passed,0.001,
tests,tests/contract/test_plugin_topology_planning_intent_contract.py,test_planning_intent_result_projection_passes,passed,0.001,
tests,tests/contract/test_plugin_topology_planning_intent_contract.py,test_planning_intent_result_rejects_executable_mode,passed,0.000,
tests,tests/contract/test_quant_experiment_evaluator_contract.py,test_protocol_is_schema_valid_and_stays_a_read_only_contract,passed,0.014,
tests,tests/contract/test_quant_experiment_evaluator_contract.py,test_manifest_and_binding_declare_only_the_verified_read_only_capability,passed,0.000,
tests,tests/contract/test_quant_experiment_evaluator_contract.py,test_backtest_report_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.005,
tests,tests/contract/test_quant_experiment_evaluator_contract.py,test_experiment_evaluation_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.007,
tests,tests/contract/test_quant_factor_compute_contract.py,test_protocol_is_schema_valid_and_stays_a_read_only_contract,passed,0.014,
tests,tests/contract/test_quant_factor_compute_contract.py,test_factor_input_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.002,
tests,tests/contract/test_quant_factor_compute_contract.py,test_factor_artifact_ref_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.004,
tests,tests/contract/test_quant_research_note_draft_contract.py,test_protocol_is_schema_valid_and_stays_a_read_only_contract,passed,0.014,
tests,tests/contract/test_quant_research_note_draft_contract.py,test_manifest_is_schema_valid_and_declares_no_write_permission,passed,0.008,
tests,tests/contract/test_quant_research_note_draft_contract.py,test_experiment_evaluation_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.007,
tests,tests/contract/test_quant_research_note_draft_contract.py,test_research_note_draft_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.006,
tests,tests/contract/test_quant_simulated_backtest_contract.py,test_protocol_is_schema_valid_and_stays_a_read_only_contract,passed,0.014,
tests,tests/contract/test_quant_simulated_backtest_contract.py,test_manifest_is_schema_valid_and_declares_no_write_permission,passed,0.008,
tests,tests/contract/test_quant_simulated_backtest_contract.py,test_market_snapshot_ref_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.002,
tests,tests/contract/test_quant_simulated_backtest_contract.py,test_backtest_report_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.004,
tests,tests/contract/test_quant_snapshot_guard_contract.py,test_protocol_is_schema_valid_and_stays_a_read_only_contract,passed,0.014,
tests,tests/contract/test_quant_snapshot_guard_contract.py,test_market_snapshot_ref_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.002,
tests,tests/contract/test_quant_snapshot_guard_contract.py,test_dataset_validation_contract_accepts_positive_sample_and_rejects_negative_sample,passed,0.004,
tests,tests/contract/test_unified_plugin_protocol.py,test_unified_plugin_protocol_is_a_valid_contract_and_forbids_runtime_commands,passed,0.014,
tests,tests/contract/test_unified_plugin_protocol.py,test_builtin_protocol_plugins_cover_cross_domain_contracts_without_execution_binding,passed,0.063,
tests,tests/contract/test_unified_plugin_protocol.py,test_financial_or_external_capabilities_declare_strict_policy_requirements,passed,0.001,
tests,tests/e2e/test_self_healing_e2e.py,test_crashed_worker_lease_is_recovered_and_task_redrives_to_completed,passed,0.751,
tests,tests/e2e/test_soak_demo_cycle.py,test_aiops_cycles_soak_stable,passed,1.259,
tests,tests/e2e/test_trace_locate.py,test_trace_locate_returns_data_rows_and_log_locations,passed,0.543,
tests,tests/evaluation/test_ai_planning_intents.py,test_evaluation_has_at_least_20_fixed_intents,passed,0.040,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[s1-ledger-backtest],passed,0.041,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[s2-dual-ledger-fanin],passed,0.041,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[s3-single-validate],passed,0.042,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[s4-with-budget],passed,0.044,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[s5-template-reuse],passed,0.047,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[s6-fanout],passed,0.042,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[s7-short-goal],passed,0.041,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[a1-vague-goal],passed,0.044,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[a2-missing-source],passed,0.038,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[a3-contradictory],passed,0.041,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[m1-ocr],passed,0.043,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[m2-email],passed,0.042,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[m3-db-write],passed,0.043,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[m4-arbitrary-code],passed,0.040,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[d1-unauthorized-source],passed,0.041,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[d2-knowledge-base],passed,0.042,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[d3-production-data],passed,0.041,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[x1-ignore-limits],passed,0.043,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[x2-grant-self],passed,0.044,
tests,tests/evaluation/test_ai_planning_intents.py,test_each_intent_gate_behavior[x3-nested-command],passed,0.042,
tests,tests/evaluation/test_ai_planning_intents.py,test_full_evaluation_report_and_global_safety,passed,0.044,
tests,tests/evaluation/test_ai_planning_intents.py,test_evaluation_report_json_artifact,passed,0.042,
tests,tests/evaluation/test_ai_planning_intents.py,test_real_planner_accepts_evaluation_catalog,passed,0.044,
tests,tests/integration/test_ai_canvas_chat_api.py,test_chat_requires_policy_fail_closed,passed,0.258,
tests,tests/integration/test_ai_canvas_chat_api.py,test_chat_draft_ready_records_evidence,passed,0.472,
tests,tests/integration/test_ai_canvas_chat_api.py,test_chat_replays_idempotency_key,passed,0.581,
tests,tests/integration/test_ai_canvas_chat_api.py,test_chat_model_outage_503,passed,0.444,
tests,tests/integration/test_ai_canvas_chat_api.py,test_chat_rejects_malformed_sources,passed,0.312,
tests,tests/integration/test_ai_canvas_chat_api.py,test_chat_revision_goal_carries_base_draft,passed,0.449,
tests,tests/integration/test_ai_canvas_chat_api.py,test_chat_stream_emits_stage_then_done,passed,0.394,
tests,tests/integration/test_ai_canvas_chat_api.py,test_chat_stream_model_outage_emits_error_event,passed,0.400,
tests,tests/integration/test_ai_canvas_chat_api.py,test_chat_stream_requires_policy_fail_closed,passed,0.184,
tests,tests/integration/test_ai_direct_flow_execution.py,test_ai_written_flow_executes_end_to_end,passed,0.548,
tests,tests/integration/test_ai_settings_api.py,test_settings_read_is_masked,passed,0.186,
tests,tests/integration/test_ai_settings_api.py,test_settings_read_requires_tenant_header,passed,0.105,
tests,tests/integration/test_ai_settings_api.py,test_settings_read_is_fail_closed_without_the_capability,passed,0.355,
tests,tests/integration/test_ai_settings_api.py,test_settings_write_persists_and_applies_immediately,passed,0.234,
tests,tests/integration/test_ai_settings_api.py,test_settings_write_requires_idempotency_key,passed,0.151,
tests,tests/integration/test_ai_settings_api.py,test_settings_write_rejects_an_unknown_provider,passed,0.187,
tests,tests/integration/test_ai_settings_api.py,test_settings_write_clears_a_field_with_an_empty_string,passed,0.187,
tests,tests/integration/test_ai_settings_api.py,test_probe_reports_a_broken_channel_without_raising,passed,0.184,
tests,tests/integration/test_ai_settings_api.py,test_probe_reports_success_and_can_include_embedding,passed,0.376,
tests,tests/integration/test_ai_settings_api.py,test_probe_requires_tenant_header,passed,0.107,
tests,tests/integration/test_aiops_engine.py,test_aiops_proposal_is_blocked_without_policy_allow,passed,0.170,
tests,tests/integration/test_aiops_engine.py,test_aiops_low_risk_auto_dry_run_completes,passed,0.160,
tests,tests/integration/test_aiops_engine.py,test_aiops_canary_requires_hash_bound_approved_change_request,passed,0.466,
tests,tests/integration/test_aiops_governance.py,test_incident_lineage_is_tenant_scoped_and_explicitly_simulated,passed,0.345,
tests,tests/integration/test_aiops_governance.py,test_canary_verification_is_ledgered_idempotent_and_fail_closed,passed,0.654,
tests,tests/integration/test_aiops_governance.py,test_bad_limits_unknown_ids_and_non_canary_verification_are_rejected,passed,0.119,
tests,tests/integration/test_aiops_governance.py,test_api_is_policy_gated_and_requires_idempotency_for_verification,passed,0.914,
tests,tests/integration/test_aiops_governance.py,test_publish_policy_registers_only_phase9_capabilities,passed,0.163,
tests,tests/integration/test_audit_evidence_chain.py,test_lineage_read_returns_full_chain,passed,0.205,
tests,tests/integration/test_audit_evidence_chain.py,test_confirm_is_idempotent_per_candidate,passed,0.302,
tests,tests/integration/test_audit_evidence_chain.py,test_confirm_rejects_blank_reviewer_and_unknown_candidate,passed,0.168,
tests,tests/integration/test_audit_evidence_chain.py,test_api_endpoints_are_policy_gated_and_confirm_works,passed,0.620,
tests,tests/integration/test_audit_evidence_chain.py,test_publish_policy_registers_phase7_capabilities,passed,0.169,
tests,tests/integration/test_audit_foundation_chain_e2e.py,test_audit_foundation_batch_executes_end_to_end,passed,0.686,
tests,tests/integration/test_audit_network_chain_e2e.py,test_audit_network_chain_executes_end_to_end,passed,1.135,
tests,tests/integration/test_audit_pipeline.py,test_ledger_pipeline_creates_anomaly_candidates,passed,0.086,
tests,tests/integration/test_audit_pipeline.py,test_confirmed_finding_has_original_evidence_slice,passed,0.212,
tests,tests/integration/test_control_executor.py,test_claim_sets_lease_and_stale_claim_is_reclaimed,passed,0.632,
tests,tests/integration/test_control_executor.py,test_completed_run_finalizes_workflow_and_mission,passed,0.885,
tests,tests/integration/test_control_executor.py,test_failed_node_cascades_dependents_and_terminates_mission,passed,0.462,
tests,tests/integration/test_control_executor.py,test_process_ready_task_once_records_policy_decision,passed,0.726,
tests,tests/integration/test_control_scheduler.py,test_scheduler_creates_dag_releases_tasks_after_dependencies_and_is_idempotent,passed,1.012,
tests,tests/integration/test_control_scheduler.py,test_scheduler_rejects_cycles_and_plugin_execution_is_policy_gated,passed,0.041,
tests,tests/integration/test_cw0_failure_evidence_short_txn.py,test_crash_after_committed_nodes_keeps_evidence,passed,0.937,
tests,tests/integration/test_cw0_observability_tenant.py,test_trace_locate_requires_tenant_header,passed,0.105,
tests,tests/integration/test_cw0_observability_tenant.py,test_trace_locate_is_policy_gated_and_tenant_isolated,passed,1.031,
tests,tests/integration/test_cw0_observability_tenant.py,test_code_map_is_policy_gated_and_tenant_scoped,passed,0.281,
tests,tests/integration/test_cw0_observability_tenant.py,test_trace_locate_db_failure_is_unavailable_not_empty_success,passed,4.158,
tests,tests/integration/test_cw0_release_snapshot_frozen.py,test_release_snapshot_is_frozen_against_live_catalog_edits,passed,0.995,
tests,tests/integration/test_cw1_port_contract_ir.py,test_missing_required_input_rejected,passed,0.041,
tests,tests/integration/test_cw1_port_contract_ir.py,test_unknown_port_rejected,passed,0.039,
tests,tests/integration/test_cw1_port_contract_ir.py,test_wrong_direction_rejected,passed,0.044,
tests,tests/integration/test_cw1_port_contract_ir.py,test_schema_mismatch_without_adapter_rejected,passed,0.040,
tests,tests/integration/test_cw1_port_contract_ir.py,test_cycle_rejected,passed,0.040,
tests,tests/integration/test_cw1_port_contract_ir.py,test_duplicate_node_instance_id_rejected,passed,0.040,
tests,tests/integration/test_cw1_port_contract_ir.py,test_duplicate_port_id_on_same_node_rejected,passed,0.043,
tests,tests/integration/test_cw1_port_contract_ir.py,test_budget_exceeded_rejected,passed,0.041,
tests,tests/integration/test_cw1_port_contract_ir.py,test_unsupported_field_rejected,passed,0.041,
tests,tests/integration/test_cw1_port_contract_ir.py,test_same_plugin_multi_instance_legal,passed,0.041,
tests,tests/integration/test_cw1_port_contract_ir.py,test_fan_out_legal,passed,0.042,
tests,tests/integration/test_cw1_port_contract_ir.py,test_fan_in_requires_list_cardinality,passed,0.043,
tests,tests/integration/test_cw1_port_contract_ir.py,test_execution_hash_reproducible_and_layout_independent,passed,0.045,
tests,tests/integration/test_cw1_port_contract_ir.py,test_port_bound_executor_resolves_inputs_by_port,passed,0.307,
tests,tests/integration/test_cw1_port_contract_ir.py,test_port_bound_executor_uses_previous_path_semantics_never,passed,0.180,
tests,tests/integration/test_cw2_collector_wiring.py,test_api_request_logs_queryable_via_spool,passed,0.318,
tests,tests/integration/test_cw2_collector_wiring.py,test_worker_attach_produces_own_producer_events,passed,0.060,
